"จังหวัด","เขต / อำเภอ","ตำบล"
"นครนายก","บ้านนา","ศรีกะอาง"
"นครนายก","องครักษ์","พระอาจารย์"
"นครนายก","องครักษ์","บึงศาล"
"นครนายก","องครักษ์","ศรีษะกระบือ"
"นครนายก","องครักษ์","โพธิ์แทน"
"นครนายก","องครักษ์","บางสมบูรณ์"
"นครนายก","องครักษ์","ทรายมูล"
"นครนายก","องครักษ์","บางปลากด"
"นครนายก","องครักษ์","บางลูกเสือ"
"นครนายก","องครักษ์","องครักษ์"
"นครนายก","องครักษ์","ชุมพล"
"นครนายก","องครักษ์","คลองใหญ่"
"สระแก้ว","เมืองสระแก้ว","สระแก้ว"
"สระแก้ว","เมืองสระแก้ว","บ้านแก้ง"
"สระแก้ว","เมืองสระแก้ว","ศาลาลำดวน"
"สระแก้ว","เมืองสระแก้ว","โคกปี่ฆ้อง"
"สระแก้ว","เมืองสระแก้ว","ท่าแยก"
"สระแก้ว","เมืองสระแก้ว","ท่าเกษม"
"สระแก้ว","เมืองสระแก้ว","สระขวัญ"
"สระแก้ว","เมืองสระแก้ว","หนองบอน"
"สระแก้ว","คลองหาด","คลองหาด"
"สระแก้ว","คลองหาด","ไทยอุดม"
"สระแก้ว","คลองหาด","ซับมะกรูด"
"สระแก้ว","คลองหาด","ไทรเดี่ยว"
"สระแก้ว","คลองหาด","คลองไก่เถื่อน"
"สระแก้ว","คลองหาด","เบญจขร"
"สระแก้ว","คลองหาด","ไทรทอง"
"สระแก้ว","ตาพระยา","ตาพระยา"
"สระแก้ว","ตาพระยา","ทัพเสด็จ"
"สระแก้ว","ตาพระยา","ทัพราช"
"สระแก้ว","ตาพระยา","ทัพไทย"
"สระแก้ว","ตาพระยา","โคคลาน"
"สระแก้ว","วังน้ำเย็น","วังน้ำเย็น"
"สระแก้ว","วังน้ำเย็น","ตาหลังใน"
"สระแก้ว","วังน้ำเย็น","คลองหินปูน"
"สระแก้ว","วังน้ำเย็น","ทุ่งมหาเจริญ"
"สระแก้ว","วัฒนานคร","วัฒนานคร"
"สระแก้ว","วัฒนานคร","ท่าเกวียน"
"สระแก้ว","วัฒนานคร","ผักขะ"
"สระแก้ว","วัฒนานคร","โนนหมากเค็ง"
"สระแก้ว","วัฒนานคร","หนองน้ำใส"
"สระแก้ว","วัฒนานคร","ช่องกุ่ม"
"สระแก้ว","วัฒนานคร","หนองแวง"
"สระแก้ว","วัฒนานคร","แซร์ออ"
"สระแก้ว","วัฒนานคร","หนองหมากฝ้าย"
"สระแก้ว","วัฒนานคร","หนองตะเคียนบอน"
"สระแก้ว","วัฒนานคร","ห้วยโจด"
"สระแก้ว","อรัญประเทศ","อรัญประเทศ"
"สระแก้ว","อรัญประเทศ","เมืองไผ่"
"สระแก้ว","อรัญประเทศ","หันทราย"
"สระแก้ว","อรัญประเทศ","คลองน้ำใส"
"สระแก้ว","อรัญประเทศ","ท่าข้าม"
"สระแก้ว","อรัญประเทศ","ป่าไร่"
"สระแก้ว","อรัญประเทศ","ทับพริก"
"สระแก้ว","อรัญประเทศ","บ้านใหม่หนองไทร"
"สระแก้ว","อรัญประเทศ","ผ่านศึก"
"สระแก้ว","อรัญประเทศ","หนองสังข์"
"สระแก้ว","อรัญประเทศ","คลองทับจันทร์"
"สระแก้ว","อรัญประเทศ","ฟากห้วย"
"สระแก้ว","อรัญประเทศ","บ้านด่าน"
"สระแก้ว","เขาฉกรรจ์","เขาฉกรรจ์"
"สระแก้ว","เขาฉกรรจ์","หนองหว้า"
"สระแก้ว","เขาฉกรรจ์","พระเพลิง"
"สระแก้ว","เขาฉกรรจ์","เขาสามสิบ"
"สระแก้ว","โคกสูง","โคกสูง"
"สระแก้ว","โคกสูง","หนองม่วง"
"สระแก้ว","โคกสูง","หนองแวง"
"สระแก้ว","โคกสูง","โนนหมากมุ่น"
"สระแก้ว","วังสมบูรณ์","วังสมบูรณ์"
"สระแก้ว","วังสมบูรณ์","วังใหม่"
"สระแก้ว","วังสมบูรณ์","วังทอง"
"นครราชสีมา","เมืองนครราชสีมา","โพธิ์กลาง"
"นครราชสีมา","เมืองนครราชสีมา","หนองจะบก"
